,divisions,title,abstract,subjects,publication
385,['FP23'],Pengantar Ilmu KIMIA TANAH,,['Q1'],
386,['FP23'],The soil available-potassium enrichment by several potential tropical weeds,"Plant nutrient release from soil minerals is reported to be speeded at lower soil pH, which is also governed by the acidifying effect of vegetation roots.  This research was to investigate the effects of several tropical weeds on the available K in two tropical soils with distinct properties.  Five potential weeds including Asystacia gangetica, Arachis pintoi, Widelia sp., Paspalum conjugatum and Pennisetum purpureum were grown in the soil samples contained in polybags.  The soil available K was depleted by weeds except in soils planted with A. pintoi as indicated by the positive values of the change in the available K after two monthss growing period, suggesting that A. Pintoi root was more effective than the other four weeds in enhancing the soil available K.  The effectiveness of weeds in enhancing the soil available K were: A. Pintoi > A. gangetica > Widelia sp. > P. conjugatum > P. purpureum.",['Q1'],AIP Conference Proceeding 2583
387,['FMIPA2'],"Sosialisasi dan Praktik Pembuatan Kompos Dari Serasah Limbah
Pertanian Dengan Inducer Fungi Trichoderma sp. di Desa Negeri Agung, Kec. Gunung Pelindung, Kab. Lampung Timur","Compost is a type of organic fertilizer that has been around for a long time. The definition of compost is 
organic materials that have undergone a weathering process due to interactions between microorganisms or
decomposing bacteria that work in the organic matter. Compost induced by fungal inoculums is able to produce
organic fertilizers relatively quickly and contains high plant nutrients. The prospect of the need for organic
fertilizer is quite high in supporting organic farming so it is necessary to disseminate information on science and
technology and training to the public about the manufacture of organic fertilizer by inducing the inoculum of the
fungus Trichoderma sp. Fungal isolate Trichoderma sp. this has the potential to be developed into composting
inoculum in the manufacture of organic fertilizer. The results of this activity showed that there was an increase in the knowledge and understanding of the training participants in making compost from leaf litter. The average
increase in the knowledge of training participants is 30%.",['QK'],Jurnal Pengabdian Bakti Nusantara
388,['FP1'],ANALISIS MANFAAT KOPERASI LKMA SIDO JAYA ABADI KECAMATAN PENAWARTAMA KABUPATEN TULANG BAWANG,"Cooperative is an institution that supports the community's economy and is in direct contact with the lower middle class community. Cooperatives provide benefits to its members, namely economic benefits and non-economic benefits. Economic benefits consist of direct economic benefits and indirect economic benefits. Non-economic benefits in the form of member satisfaction, measured based on member satisfaction with the quality of services provided by the cooperative. This study aims to analyze the economic benefits and the level of satisfaction felt by cooperative members on the services of the Sido Jaya Abadi LKMA Cooperative. The method used is a survey method. Respondents of this study were members of the Cooperative LKMA Sido Jaya Abadi, totaling 51 members who were taken by simple random sampling from a total of 570 members of the cooperative. Data collection was carried out from March to April 2022. The data analysis used was the calculation of Total Economic Benefits and Customer Satisfaction Index (CSI). The results showed that the direct economic benefit was Rp. 1,760,098.00 and the indirect economic benefit was Rp. 2,936,078.00 so that the total economic benefit of the cooperative received by the members was Rp. 4,696,176.00/year. Total Economic Benefits fall into the big category. Calculation of CSI get 72.52% results which means that the level of satisfaction of cooperative members is in the satisfied category",['S1'],Jurnal Ilmiah Mahasiswa AGROINFO GALUH
389,['FP1'],"Persepsi Petani Padi Sawah Irigasi Dan Tadah Hujan Terhadap Perubahan Iklim Di 
Kabupaten Lampung Selatan","The climate change has an impact on various sectors including the agricultural sector. The 
majority of farmers who are the main figures in the agricultural sector do not know and 
understand the conditions of climate change, so many farmers are less responsive to facing 
climate change. This purposes of this study to analyze the knowledge and perceptions of 
irrigated and rainfed rice farmers on climate change in South Lampung District. The research 
was conducted in Palas Subdistrict, Candipuro Subdistrict, and Sidomulyo Subdistrict from 
June to September 2020. The number of samples in this study consisted of 100 farmers with 
details of 50 irrigated rice farmers and 50 rainfed rice farmers. Data were analyzed 
descriptively and using a Likert scale. The results showed that the majority of irrigated and 
rainfed rice farmers did not know and understand about climate change, only 10 percent of 
irrigated farmers and 8 percent of rainfed farmers knew about climate change. The majority 
quite agree that the current climatic conditions are different from the climatic conditions of the 
last 10 years and they agree that climate change has an impact on their rice farming.
Keywords: Change, Climate, Irrigated, Percepstions, Rainfed",['AC'],Jurnal Ekonomi Pertanian dan Agribisnis (JEPA)
390,['FP1'],Persepsi Petani Padi Sawah Irigasi dan Tadah Hujan terhadap Perubahan Iklim di Kabupaten Lampung Selatan,"Perubahan iklim yang terjadi saat ini sangat berdampak pada sektor pertanian. Mayoritas petani yang merupakan tokoh utama dalam sektor pertanian tidak mengetahui dan memahami kondisi perubahan iklim, sehingga banyak petani yang kurang tanggap terhadap perubahan iklim. Tujuan penelitian ini adalah menganalisis pengetahuan dan persepsi petani padi sawah lahan irigasi dan tadah hujan terhadap perubahan iklim. Penelitian dilakukan di Kecamatan Palas, Kecamatan Candipuro, dan Kecamatan Sidomulyo dari bulan Juni sampai September 2020. Sampel penelitian berjumlah 100 orang petani dengan rincian 50 orang petani padi irigasi dan 50 petani padi tadah hujan. Data dianalisis secara deskriptif dan menggunakan skala likert. Hasil penelitian menunjukkan bahwa mayoritas petani padi lahan irigasi dan tadah hujan tidak mengetahui dan memahami tentang perubahan iklim, hanya 10 persen petani irigasi dan 8 persen petani tadah hujan yang mengetahui tentang perubahan iklim. Mayoritas cukup setuju bahwa kondisi iklim saat ini berbeda dengan kondisi iklim 10 tahun terakhir dan mereka setuju adanya perubahan iklim berdampak pada usahatani padi yang mereka usahakan.",['S1'],Jurnal Ekonomi Pertanian dan Agribisnis (JEPA)
391,['FEB6'],The Influence of Human Resources Scorecard on Good Corporate Governance in BUMNCompanies in Indonesia,"SOEs are encouraged to have good corporate governance, or what can be called Good Corporate Governance (GCG), in  accordance  with  the  Decree  of  the  Minister  of  SOEs  No.  PER-01/  MBU/  2011  concerning  the  implementation  of Good  Corporate  Governance  in  SOEs.  Human  resources  scorecard(HRSC)  is  a  way  to  measure  and  display  the performance  of  the  HR  field  comprehensively,  which  is  directly  related  to  the  achievement  of  company  goals  as  a strategic  partner  in  running  the  company's  business.  Qualitative  descriptive  research,  9  Dimensions of  HRSC  and  1 GCG,  Purposive  Sampling  Data  Collection  Technique  with  Survey  Questionnaire  using  a  sample  consisting  of  130 BUMN  Employees  in  Indonesia,  which  was  tested  through  Multiple  Linear  Regression  Analysis  using  SPSS  27 Independent variables Workplace Company, Employee Satisfaction, Internal Management Performance, Relationship Climate  between  Companies  and  Employees  have  a  positive  effect  and  Internal  Labor  Performance,  Management Patterns,  HRM  Practice  Functions,  and  Performance  Results  have  a  negative  effect  on  GCG  in  BUMN  Companies  in Indonesia  to  rise  up  and  better  understand  the  proper  and  optimal  implementation  of  GCG.  Since  the  impact  of implementing  GCG  with  improved  performance  as  a  result  of  company  transformation,  of  course,  is  also  felt  by employees  in  the  form  of  increased  welfare  by  implementing  GCG,  GCG  is  applied  to  employees  to  increase effectiveness and competence.",['HD28'],The International Journal of Business & Management
392,['FEB6'],"Turnitin Artikel ""the influence of human resources scorecard on good governance in bumn company""",,['HD28'],
393,['FKIP9'],"E-module Newton's Law of Gravity based Guided Inquiry to Train Critical Thinking
Skills","The study aims to develop an electronic module based on guided inquiry on Newton's
law of gravity material that is valid, practical, and effective. The developed e-module
aims to practice critical thinking skills in physics learning. This development research
uses the ADDIE development method which consists of five steps, namely analysis,
design, development, implementation, and evaluation. Student response
questionnaires to guided inquiry e-modules and tests of critical thinking skills became
research instruments. Data analysis presented with quantitative descriptive. The
product validity was assessed by 3 experts with an average score of 3.63 with category
very valid. The practicality of the product consisted of readability which was tested
on 15 high school students in Grade X and the teacher's perception of the suitability
of guided inquiry-based learning activities in e-modules by obtaining an average
percentage of 90% in the category very practical. The effectiveness of the product is
assessed based on students' responses of critical thinking skills are improve after using
the e-module by obtaining a product effectiveness percentage of 87% with category
very effective. Student response questionnaire showed a positive response to the
developed e-module. Based on the analysis of the research results, it is stated that the
guided inquiry-based e-module on Newton's law of gravity is valid, practical, and
effective for practicing critical thinking skills.",['LB1501'],Physics Education Reseacrh Journal
394,['FT1'],Informasi Kegiatan Tambahan an. Muh Sarkowi,Informasi Kegiatan Tambahan Calon Guru Besar an. Muh Sarkowi,['AC'],
395,['FT1'],Informasi Kegiatan Tambahan an. Sarkowi,Informasi Kegiatan Tambahan an. Sarkowi,['AC'],
396,['FT1'],Informasi tambahan untuk syarat pengusulan Gurubesar an. Muh Sarkowi,Informasi tambahan untuk syarat pengusulan Gurubesar an. Muh Sarkowi,['AC'],
397,['FT1'],"Muh Sarkowi, Rahmi Mulyasari, I Gede Boy Darmawan, and Rahmat Catur Wibowo* Similirity Jurnal SJST dengan judul : Identification of the Semangko Fault in Sumatra, Indonesia,
based on gradient gravity data analysis","Muh Sarkowi, Rahmi Mulyasari, I Gede Boy Darmawan, and Rahmat Catur Wibowo* Similirity Jurnal SJST dengan judul : Identification of the Semangko Fault in Sumatra, Indonesia,
based on gradient gravity data analysis","['AC', 'Z719']",
398,['UNILA6'],"Sarkowi Muh, Wibowo Rahmat Catur (2021) Korespodensi:Reservoir Identification of Bac-Man Geothermal Field Based on Gravity
Anomaly Analysis and Modeling. Journal of Applied Science and Engineering, Vol. 25, No 2, Page 329-338","Korespodensi:Reservoir Identification of Bac-Man Geothermal Field Based on Gravity
Anomaly Analysis and Modeling. Journal of Applied Science and Engineering, Vol. 25, No 2, Page 329-338",['AC'],
399,['FEB3'],CEK PLAGIARISME ARTIKEL: Analysis of Ramadan Effect on Indonesian Islamic Stock Market: Jakarta Islamic Index (JII) (2016-2020),,['HG'],
400,['FMIPA4'],"Synthesis and Characterization of Fe(II) Complex Compounds with 
Schiff Base Ligands of 4-Dimethylamino Benzaldehyde and Aniline 
as Dye Sensitized in Dye Sensitized Solar Cell (DSSC)","ABSTRACT
Synthesis and characterization of Fe(II) complex with Schiff base ligand of 4-dimethylamino 
benzaldehyde and aniline has been carried out with a concentration ratio of 1:1. The resulting 
Schiff base crystal is orange with a yield of 78%. The synthesis of Fe(II) complex compound
producing yellow crystals with a yield of 86%. Analysis using UV-Vis spectrophotometer 
showed a maximum wavelength in the transition region π* from basic azometina group of 
Schiff by 355 to 565 nm after complexing. DTA TGA analysis showed three times the weight 
loss, the first mass loss at a temperature of 200-276.7oC of 10.09%, the second mass loss occurs 
at a temperature of 276.7-379oC by 85% which, and mass loss occurs at a temperature of 389.4 
– 600.4oC by 15% which loses one molecule of Fe2O3 which is a residue of 17.29% , DSSC 
test results obtained strong current and the voltage has the highest efficiency of 2.086%.
Keyword: Synthesis, characterization, Fe(II) complex, azomethine, crystal.",['QD'],Analit: Analytical and Environmental Chemistry
401,['FMIPA4'],"Effect of Gel Electrolyte, Paste and Electrode on the Efficiency of
Dye-Sensitized Solar Cell using Schiff Base Dye Compound","The low cost and ease of production have led to widespread adoption of dye-sensitized solar cells (DSSCs). Therefore, this study aims to
synthesize Schiff base compounds from salicylaldehyde and ethylenediamine as a sensitizer in DSSC. The Shiff base compound was
synthesized using the condensation method with mol ratio of 1:1 and the results showed yellow crystals with a yield of 81.14%. Furthermore,
the UV-Vis spectrometer analysis showed that the Schiff base compound has bathochromic shift with a maximum wavelength change from
324 and 328 nm to 335 nm with transition n→π, while the IR spectrum at wavenumber of 1610 cm-1 indicated the presence of an azomethine
group (–C=N–). The TG-DTA analysis showed a mass loss stage of the Schiff base molecule at 97.2% in the temperature range of 180-
300 ºC. Based on UV-Vis, IR and TG-DTA data, the synthesized Schiff base has the potential to be used as a sensitizer in DSSC. The
fabrication was then carried out using two variations of semiconductor namely TiO2 and ZnO, three variations of PEG gel electrolyte with
0.05 M, 0.1 M and 0.15 M, as well as three counter electrodes including graphite from a pencil, candle flame and a combination of both.
Based on the results, DSSC based on TiO2 semiconductor with 0.15 M PEG gel electrolyte and candle flame counter electrode produced
the highest efficiency of 0.29 % with maximum voltage (Vmax) of 370 mV and maximum current strength (Imax) of 0.8 mA.
Keywords: Counter electrode, DSSC, Schiff base, Sensitizer",['QD'],https://doi.org/10.14233/ajchem.2023.24039
402,['FKIP3'],"Developing a culture-based assessment instrument to assess second-graders' cultural
attitudes: A case study in a private elementary school in Bandar Lampung City","The purpose of this research was to develop a culturally charged assessment instrument that is
appropriate and practicable for measuring cultural attitudes at SD Al Kautsar Bandar Lampung.
This is a development research approach that used the Borg & Gall design with a one-group
posttest-only design. This study's population was SD Al Kautsar Raja Basa Bandar Lampung in class
II SD, which included 9 teachers and 225 students. The research was conducted in class II SD Al
Kautsar Bandar Lampung with a sample consisting of 10 students and 2 class II teachers. The large
group trial consisted of 32 students and 3 class II teachers. The results of this study indicate that
the developed culturally charged assessment instrument is feasible based on the results of expert
validation with an average of 85.8%. Furthermore, significant differences in the findings of
observations of respect and obedience to teachers were discovered. The results of small and large
group practitioners yielded an average score of 85.8% for student practitioner responses and
80.5% for educator practitioner responses, indicating the practicability of culturally charged
assessment instrument products. Thus, it can be concluded that the assessment instrument for
measuring school culture in class II SD Al Kautsar Bandar Lampung Theme 4 sub-theme 4
developed using the Borg and Gall R&D steps of thematic learning in class II SD Al Kautsar Bandar
Lampung Theme 4 sub-theme 4 is feasible and practicable for use in research.",['L1'],INTERNATIONAL JOURNAL OF EDUCATIONAL STUDIES IN SOCIAL SCIENCES 2023
403,['FP17'],"The Effectiveness of Marination with Fermented Coconut Water on Physical, Microbic, and Organoleptic Quality of Broiler Breast Meat","This research was conducted to determine the effect of long marinating using fermented coconut water (FCW) and storage time at cold temperatures (5oC) on the physical, microbial, and organoleptic qualities of broiler breast meat. The study was conducted in a completely randomized design with a nested pattern with 0 minutes or control (M0), 40 minutes (M1) and 80 minutes (M2) as the main factor; and storage time of 7 days (S1) and 14 days (S2) as nesting factors. The results showed that marinating (40 and 80 minutes) of broiler breast meat with FWC had a significant effect on reducing pH, total meat bacteria, and raw meat color, but not on water holding capacity (WHC), cooking loss, organoleptic (raw meat odor, color, odor, and the taste of cooked meat). Storage time at cold temperatures (5oC) for 7 and 14 days affected the decrease in cooking loss, total bacteria, but not pH, and WHC of control and marinated meat. The 40 minutes of marinating using FWC can be applied to get the best quality of broiler breast meat up to 14 days of storage.",['SF'],Advances in Animal and Veterinary Sciences
404,['FMIPA9'],"IMPLEMENTASI METODE BACKPROPAGATION NEURAL NETWORK DALAM
MERAMALKAN TINGKAT INFLASI DI INDONESIA","Peramalan adalah usaha untuk memperkirakan kejadian di masa depan dengan mengacu pada trend dari data atau data historis. Beberapa metode yang umum digunakan dalam peramalan data deret waktu termasuk Autoregressive Integrated Moving Average (ARIMA), Exponential Smoothing, dan Seasonal Autoregressive Integrated Moving Average (SARIMA). Namun, teknik-teknik peramalan tersebut memiliki
kelemahan atau kekurangan, seperti membutuhkan data yang memiliki sifat stasioner dan tingkat akurasi yang terkadang kurang baik. Peneliti banyak yang mengadopsi metode Jaringan Saraf Tiruan untuk mengatasi kelemahan tersebut, seperti Backpropagation Neural Network. Metode Backpropagation Neural Network terbukti sangat efektif dalam melakukan peramalan di bidang ekonomi. Permasalah ekonomi
yang dianggap menjadi permasalahan besar dan belum teratasi sampai saat ini yaitu inflasi. Dalam penelitian ini, data yang digunakan yaitu data inflasi dari periode Januari 2000 hingga Oktober 2022 dengan
menggunakan metode Backpropagation Neural Network untuk meramalkannya. Hasil penelitian menunjukan
bahwa pembagian data 50% untuk pelatihan (training) dan 50% untuk pengujian (testing) merupakan proporsi pembagian terbaik, dengan menggunakan fungsi aktivasi sigmoid biner serta arsitektur jaringan 12-21-1. Nilai Mean Square Error (MSE) pada tahap pelatihan adalah 0.00067535, sedangkan pada tahap pengujian adalah 0.0767. Berdasarkan peramalan, inflasi tertinggi diperkirakan terjadi inflasi sebesar 0.5579 pada bulan Oktober 2023, sementara inflasi terendah sebesar 0.203 yang diperkirakan terjadi pada bulan
Februari 2023.

Kata Kunci: Backpropagation Neural Network, Deret Waktu, Jaringan Syaraf Tiruan, Inflasi, dan Peramalan",['QA'],MATHunesa : Jurnal Ilmiah Matematika
405,['FP25'],"Root Yield and Starch Synthase Type IV Gene Activity under
Different Micro Nutrient Fertilizer and Harvest Ages on
Cassava (Manihot esculenta Crantz)","Abstract The important part of cassava root is starch which is probably controlled
by starch synthase type IV (SSIV) gene. The information of micro nutrient and
harvest age related to the activity starch synthase type IV (SSIV) gene is still very
rare. The objectives of this study were to evaluate root fresh weight of cassava,
to compare yield of storage root, and to evaluate the activity of starch synthase
type IV (SSIV) gene by real-time quantitative polymerase chain reaction (RT-PCR)
applied by micro nutrient fertilizer. Treatments were arranged by factorial (3 × 3)
in randomized complete block design (RCBD) with three replications used as block.
The first factor was three different dosages of micro nutrient fertilizer as 0, 20,
and 40 kg/ha. The second factor was harvest ages as 7, 8, and 10 months after
planting (MAP). The micro nutrient fertilizer mainly contents of 5,888 ppm Fe and
1,368 ppm Zn. Variables were leaf number (LN), leaf fresh weight (LFW), leaf dry
weight (LDW), stem fresh weight (SFW), stem dry weight (SDW), root fresh
weight (RFW), root dry weight (RDW), skin root fresh weight (SRFW), skin root
dry weight (SRDW), starch content, and activity of SSIV gene. The result showed
that RDW of cassava applied by 40 kg micro nutrient/ha was significantly
increased at 10 MAP. The increase in RDW was due to mainly high SSIV gene
activity. Additionally, the SSIV gene activity caused by 20 kg micro nutrient/ha
treatment showed almost as twice as those by 40 kg micro nutrient/ha.
Keywords: Real-time PCR, Root dry weight, Root yield, Starch, Stem dry weight",['S1'],Chiang Mai University Journal of Natural Sciences
406,['FP1'],"KETAHANAN PANGAN ANGGOTA DAN NONANGGOTA KWT MEKAR JAYA PENERIMA
PROGRAM PEKARANGAN PANGAN LESTARI SELAMA PANDEMI COVID-19","Goals of this study is to analyze food security and factors influencing food security of members and
nonmembers of KWT Mekar Jaya, the recipient of the sustainable food yard program (P2L). This study was
conducted purposively in Giri Tunggal Village of Pagelaran Utara Subdistrict of Pringsewu Regency. There
were 60 household samples consisting of 30 members and 30 nonmembers of KWT Mekar Jaya. The main
and second data of this research was collected in April-July 2021. The first aim was analyzed by crosstabs
between the part of food expenditure and sufficiency of energy and the second goal was analyzed by logistic
regression. The results of this study showed that most respondents (65%) are classified as food resistant,
and the rest (35%) are classified as vulnerable to food. The factors that influenced the household food
security were the number of family members and household income.
Key words: food security, household, KWT Mekar Jaya, P2L",['S1'],"Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,"
407,['FP22'],Pengembangan Ekonomi Kreatif Potensi Sumber Daya Alam Singkong Di Desa Bandar Agung Kecamatan Bandar Sribawono Lampung Timur,"Unit usaha relatif sulit untuk mengadopsi perkembangan teknologi baru untuk meningkatkan daya saing produk, sehingga dengan mengembangkan produk ekonomi kreatif menjadi solusi agar dapat meningkatkan potensi keuntungan yang dapat dihasilkan dari sumber daya alam sekitar. Manfaat yang diharapkan dari pengabdian ini yaitu dapat membantu meningkatkan keterampilan masyarakat untuk pengembangan potensi produk ekonomi kreatif singkong menjadi keripik singkong karamel, sehingga dapat meningkatkan nilai ekonomi bahan baku dan pendapatan warga Desa Bandar Agung Kecamatan Bandar Sribawono Lampung Timur. Kegiatan pengabdian ini dilaksanakan selama 3 bulan (September-November 2020) di Desa Bandar Agung Bandar Sribawono Lampung Timur. Metode yang dilakukan adalah sosialisasi dan pelatihan workshop produksi keripik singkong karamel yang diberikan kepada ibu-ibu kelompok tani Desa Bandar Agung. Evaluasi dilakukan disetiap kegiatan. Luaran yang ingin dicapai antara lain peningkatan wawasan pengembangan ekonomi kreatif sumber daya alam singkong dengan peningkatan pengetahuan petani, dari 52% menjadi 79%, pencapaian ini termasuk dalam kategori baik dan prosiding/ jurnal ilmiah pengabdian.",['S1'],Jurnal Pengabdian Fakultas Pertanian Universitas Lampung
408,['FMIPA2'],"Pemberdayaan Masyarakat Petani Kopi Melalui Budidaya Tumpang 
Sari Tanaman Cabai Pada Perkebunan Kopi di Pekon Pagar Dewa
 Kabupaten Lampung Barat","The intercropping system is a cropping system that is carried out by planting two or more different types of plants 
simultaneously at relatively the same time. One of the combinations in intercropping is coffee and chili plants 
with coffee plants as the main crop and chili plants as intercrops. This activity was carried out in the Pekon Pagar 
Dewa coffee area, Pagar Dewa District, West Lampung Regency. The purpose of this activity is to provide 
direction to farmer residents that the intercropping system can be relied upon as a side income and increase public 
knowledge about the intercropping system of coffee plants on chili plants. Writing this article uses a qualitative 
approach with a descriptive-explanative model. The method used is assistance in the form of counseling and 
training. The results of this activity showed a positive response from coffee farmers, some of them immediately 
practiced making tumpeng sari plants among the coffee plants in their gardens.",['QH301'],Jurnal Pengabdian Bakti Nusantara
409,['FKIP22'],"Pengaruh Kemandirian Belajar dan Literasi Digital Mahasiswa
Terhadap Hasil Belajar","Penelitian ini dilatarbelakangi oleh masalah yang muncul dalam pembelajaran daring, seperti pemilihan platform pembelajaran daring dan kemandirian belajar mahasiswa melalui platform pembelajaran daring. Tujuan dari penelitian ini yaitu untuk mengetahui pengaruh kemandirian belajar dan literasi digital terhadap hasil belajar mahasiswa. Pendekatan kuantitatif dilakukan pada penelitian ini. 40 mahasiswa S1 Pendidikan Matematika FKIP Universitas Lampung yang telah menempuh mata kuliah Trigonometri dijadikan subjek penelitian. Penelitian dilaksanakan pada tahun akademik 2022/2023 semester ganjil. Instrumen penelitian yang digunakan yaitu instrumen non tes berupa angket kemandirian belajar dan angket literasi digital. Analisis data dengan regresi berganda. Hasil penelitian menunjukkan bahwa kemandirian belajar dan literasi digital memberikan pengaruh terhadap hasil belajar sebesar 24,1%.",['L1'],Jurnal Pendidikan Matematika Universitas Lampung
410,['FP17'],SIFAT FISIK SUSU SAPI PERAH: STUDI KASUS PETERNAKAN SAPI PERAH RAKYAT DI KABUPATEN TANGGAMUS,"Penelitian ini bertujuan untuk mengetahui kualitas fisik susu sapi perah berdasarkan berat jenis, uji organoleptik (warna, aroma, rasa dan kekentalan), pH, dan uji alkohol pada peternakan sapi perah rakyat di Kabupaten Tanggamus, Provinsi Lampung berdasarkan SNI 3141.1.2011. Penelitian ini dilaksanakan pada Juli 2020 menggunakan metode survei dengan pengambilan sampel susu sapi segar saat pemerahan pertama pada pagi hari sebanyak 1.500 ml susu sapi perah yang berasal dari setiap sapi laktasi yang diperah pada peternakan sapi perah rakyat di Kabupaten Tanggamus. Pengambilan sampel dilakukan dengan cara sensus pada sapi laktasi yang sehat dan dilakukan pengambilan data kuisioner kepada peternak. Sebanyak 20 sampel susu dianalisis di Laboratorium Jurusan Peternakan, Fakultas Pertanian Universitas Lampung untuk dilakukan analisis berat jenis, uji organoleptik (warna, bau, rasa, dan kekentalan), uji pH dan uji alkohol. Hasil penelitian ini bahwa kualitas susu sapi perah rakyat di Kecamatan Gisting dinyatakan lebih baik dibandingkan dengan susu sapi perah rakyat di Kecamatan Air Naningan dengan melihat hasil uji berat jenis, uji alkohol, uji pH, dan uji organoleptik meliputi warna, aroma, rasa dan konsistensi berdasarkan syarat SNI 3141.1:2011.",['SF'],Jurnal Riset dan Inovasi Peternakan
411,,Pemodelan Dinamis Distributed Lag Dengan Menggunakan Metode Koyck Dan Metode Almon,"The distributed lag Model is a dynamic model due to the effect of a one-unit change in the value of the distributed independent variable (X) over a period of time. Distributed lag Model there are 2 types, namely: infinite lag model and finite lag model. Infinite lag modeling using koyck method and finite lag modeling using Almon method. This distributed lag Model is used to visualize the impact caused by the independent variable on the dependent variable. This study aims to apply a dynamic model of distributed lag by using the koyck transformation method and Almon transformation method to assess the effect of the rupiah exchange rate on the value of garment exports PT. Shinwon went abroad and determined the best model in Dynamic Modeling of distributed lag using the koyck transformation method and the Almon transformation method. The results showed that dynamic modeling of distributed lag with Almon transformation method is better than koyck transformation.",['QA'],Jurnal Siger Matematika
412,['FT5'],RANCANG BANGUN DIODE CLAMPED MULTILEVEL INVERTER 7 TINGKAT UNTUK KONTROL DAN MONITORING MOTOR INDUKSI SATU FASA BERBASIS IoT,"Kecepatan motor induksi dapat diatur dengan mengubah tegangan input, jumlah kutub ataupun frekuensi yang diberikan pada motor. Mengatur kecepatan motor induksi dengan cara mengubah tegangan input dan jumlah kutub cukup sulit dilakukan. Oleh karena itu hal yang paling mudah dilakukan adalah dengan mengubah frekuensi input pada motor induksi. Salah satu cara mendapatkan nilai frekuensi yang dapat diubah – ubah adalah dengan menggunakan inverter. Inverter yang digunakan pada penelitian ini adalah diode clamped multilevel inverter. Untuk memudahkan dalam melakukan kontrol kecepatan dan monitoring motor induksi, digunakan sensor tegangan ZMPT101B dan sensor kecepatan Optocoupler serta aplikasi blynk sebagai media dari internet of things. Hasil pengujian menunjukkan jika rangkaian alat dapat bekerja dengan baik. Perubahan frekuensi yang dilakukan diode clamped multilevel inverter berhasil mengubah kecepatan putaran motor induksi dan kontrol serta monitoring menggunakan konsep internet of things dapat bekerja sesuai kebutuhan.",['TK'],RANCANG BANGUN DIODE CLAMPED MULTILEVEL INVERTER 7 TINGKAT UNTUK KONTROL DAN MONITORING MOTOR INDUKSI SATU FASA BERBASIS IoT
413,['FT5'],ANALISIS SISTEM KONTROL KECEPATAN MOTOR DC PADA ROTARY KILN MENGGUNAKAN DC VARIABEL SPEED DRIVE DI INDUSTRI SEMEN,"Motor DC merupakan salah satu jenis motor yang digunakan pada industri semen. Hal ini dikarenakan motor DC dapat mempermudah pekerjaan sehingga proses industri berjalan dengan efisien. Kecepatan motor yang dapat diatur sesuai kebutuhan juga dibutuhkan dalam proses produksi. Pada penelitian kali ini menggunakan metode studi literatur, observasi lapangan, wawancara, proses pengumpulan data dan pengujian, yang bertujuan untuk menganalisis pengaturan kecepatan motor DC pada rotary kiln yang menghasilkan kecepatan maksimum 1000 rpm yang terhubung dengan gear box dengan perbandingan sebesar 28 dan rasio roda gigi 8 ,9 menghasilkan output kiln 4 rpm. Dengan penggunaan VSD DC dapat menghasilkan kecepatan variabel yang dapat dikendalikan sesuai dengan kebutuhan operasional.",['TK'],ANALISIS SISTEM KONTROL KECEPATAN MOTOR DC PADA ROTARY KILN MENGGUNAKAN DC VARIABEL SPEED DRIVE DI INDUSTRI SEMEN
414,,"Bukti Korespondensi Artikel an. Dr. Sowiyah, M.Pd.",,"['L1', 'LB1501', 'LC5201']",
415,,QualityManagementofInclusiveSchools:ACaseStudyinaCityinLampungProvinceontheIndonesianIslandofSumatra,"Itiswidelyrecognizedintheliteraturethatinclusiveeducationallowsschoolchildrenwithspecialneedstolearninthesamesettingasotherstudents,promotingacultureofrespectforindividualdifferencesandensuringeachchildhastheresourcestheyneed.However,tothebestofourknowledge,theliteraturehasnotfrequentlydiscussedinclusiveschoolmanagement,particularlyqualitymanagement,intheIndonesiansetting.Therefore,thisresearchaimedtoinvestigateinclusiveschoolqualitymanagementinIndonesia.Thisstudyisquantitativeinnatureusingaquestionnairefordatacollectionamong(45)participants,includingsixprincipals,34regularteachers,andfivespecialguidanceteacherscomingfrominclusiveelementaryschoolsinMetroCity,LampungProvinceontheIndonesianislandofSumatra.Thecollecteddatawereanalyzedusingdescriptivestatistics.Itisclearfromthefindingsthattheinclusiveschoolqualitymanagementinthecontextunderstudyisofgoodcategory,butasizableportionoftheparticipantsalsoindicatedthattheschoolmanagementisstilldeficient,fallingintobothsufficientandpoorcategory.Therefore,morestakeholders,suchasthecommunity,government,andprivateparties,shouldcollaboratetoimprovethemanagement.Followingthefindings,implicationsandsuggestionsforfutureresearcharealsodiscussed","['L1', 'LB1501', 'LC5201']",Educational Administration: Theory and Practice
